id,entityName,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21
244,Fundacja OPOR,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,W³odzimierz Karczewski,"Amatorska S³u¿ba Radiokomunikacyjna, Liga Obrony Kraju, Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego, Polski Zwi¹zek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu £ódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",2-1-2015,31-12-2015,"Prawo telekomunikacyjne, prawo oœwiatowe, prawo ochrony œrodowiska i inne prawa stanowi¹ce prace legislacyjne Sejmu RP i Senatu RP. Podmiot dzia³a równie¿ w zakresie ochrony praw i rzecznictwa na rzecz: S³u¿by Radiokomunikacyjnej Amatorskiej i organizacji pozarz¹dowych dzia³aj¹cych w œrodowisku S³u¿by Radiokomunikacyjnej Amatorskiej, ³¹cznoœci na wypadek zagro¿eñ w sytuacjach kryzysowych, ³¹cznoœci s³u¿bowej, edukacji dzieci i m³odzie¿y, ochrony zdrowia.(....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Amatorska S³u¿ba Radiokomunikacyjna, Liga Obrony Kraju, Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego, Polski Zwi¹zek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu £ódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",2-1-2015,31-12-2015,"Prawo telekomunikacyjne, prawo oœwiatowe, prawo ochrony œrodowiska i inne prawa stanowi¹ce prace legislacyjne Sejmu RP i Senatu RP. Podmiot dzia³a równie¿ w zakresie ochrony praw i rzecznictwa na rzecz: S³u¿by Radiokomunikacyjnej Amatorskiej i organizacji pozarz¹dowych dzia³aj¹cych w œrodowisku S³u¿by Radiokomunikacyjnej Amatorskiej, ³¹cznoœci na wypadek zagro¿eñ w sytuacjach kryzysowych, ³¹cznoœci s³u¿bowej, edukacji dzieci i m³odzie¿y, ochrony zdrowia.(....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Amatorska S³u¿ba Radiokomunikacyjna, Liga Obrony Kraju, Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego, Polski Zwi¹zek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu £ódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",28-12-2016,31-12-2016,"Prawo telekomunikacyjne, prawo oœwiatowe, prawo ochrony œrodowiska i inne prawa stanowi¹ce prace legislacyjne Sejmu RP i Senatu RP. Podmiot dzia³a równie¿ w zakresie ochrony praw i rzecznictwa na rzecz: S³u¿by Radiokomunikacyjnej Amatorskiej i organizacji pozarz¹dowych dzia³aj¹cych w œrodowisu S³u¿by Radiokomunikacyjnej Amatorskiej, ³¹cznoœci na wypadek zagro¿eñ w sytuacjach kryzysowych, ³¹cznoœci s³u¿bowej, edukacji dzieci i m³odzie¿y, ochrony zdrowia (....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Stowarzyszenie Krótkofalowców Regionu £ódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA, Stowarzyszenie RAZEM G£OŒNIEJ, Ogólnopolskie Porozumienie Organizacji Radioamatorskich, Stowarzyszenie Mieszkañców i Przyjació³ Kolonii Wawelberga, Fundacja im. Ludwiki i Hipolita ma³¿onków Wawelberg, Fundacja JEDEN MURANÓW",2-1-2018,31-12-2018,"Prawo telekomunikacyjne, prawo oœwiatowe, prawo ochrony œrodowiska i innych praw stanowi¹cych prace legislacyjne Sejmu RP i Senatu RP. Podmiot dzia³a równie¿ w zakresie ochrony praw i rzecznictwa na rzecz: S³u¿by Radiokomunikacyjnej Amatorskiej, ³¹cznoœci na wypadek zagro¿eñ w sytuacjach kryzysowych, ³¹cznoœci s³u¿bowej, edukacji dzieci i m³odzie¿y, ochrony zdrowia. Dzia³a w zakresie rzeczniczej w przypadku prawa budowlanego, prawa ochrony œrodowiska (....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Polski Zwi¹zek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu £ódzkiego, Stowarzyszenie Sympatyków Radia Manufaktura, Stowarzyszenie Razem G³oœniej, Ogólnopolskie Porozumienie Organizacji Radioamatorskich, Stowarzyszenie Mieszkañców i Przyjació³ Kolonii Wawelberga, Fundacja im. Ludwiki i Hipolita ma³¿onków Wawelberg, Fundacja Jeden Muranów",3-1-2017,31-12-2017,"Prawo telekomunikacyjne, prawo oœwiatowe, prawo ochrony œrodowiska i innych praw stanowi¹cych prace legislacyjne Sejmu RP i Senatu RP. Podmiot dzia³a równie¿ w zakresie ochrony praw i rzecznictwa na rzecz: S³u¿by Radiokomunikacyjnej Amatorskiej, ³¹cznoœci na wypadek zagro¿eñ w sytuacjach kryzysowych, ³¹cznoœci s³u¿bowej, edukacji dzieci i m³odzie¿y, ochrony zdrowia. Dzia³a w zakresie rzeczniczej w przypadku prawa budowlanego, prawa ochrony œrodowiska prawa gospodarczego, prawa finansowego, prawa o stowarzyszeniach i o fundacjach, sportu, turystyki, szkolnictwa wy¿szego, nauki, badañ naukowych",,,,,,,,,,,,,,,,,,,,,
245,Przemys³aw Ratowicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Przemys³aw Ratowicz,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",4-4-2013,31-12-2013,Ochrona praw pacjentów lecz¹cych siê medyczn¹ marihuan¹,,,,,,,,,,,,,,,,,,,,,
245,Przemys³aw Ratowicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Przemys³aw Ratowicz,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",18-2-2016,31-12-2016,Interesy pacjentów medycznej marihuany,,,,,,,,,,,,,,,,,,,,,
246,Jakub Gajewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jakub Gajewski,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",12-3-2013,31-12-2013,Ochrona praw pacjentów u¿ywaj¹cych marihuany oraz reprezentowanie interesów u¿ytkowników,,,,,,,,,,,,,,,,,,,,,
246,Jakub Gajewski,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jakub Gajewski,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",18-2-2016,31-12-2016,"Interesy pacjentów medycznej marihuany, rolników uprawiaj¹cych konopie na cele przemys³owe, u¿ytkowników konopi represjonowanych przez ustawê o przeciwdzia³aniu narkomanii",,,,,,,,,,,,,,,,,,,,,
247,Dla Piper Wiater – spó³ka komandydowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Cabaj,DUON Dystrybucja S.A.,10-1-2014,31-12-2014,"Ochrona interesów podmiotów prowadz¹cych dzia³alnoœæ gospodarcz¹, w zwi¹zku z wprowadzeniem w Polsce regulacji podatkowych, które negatywnie wp³yn¹ na ich dzia³alnoœæ",,,,,,,,,,,,,,,,,,,,,
247,Dla Piper Wiater – spó³ka komandydowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Bartosz Matusik,DUON Dystrybucja S.A.,10-1-2014,31-12-2014,"Ochrona interesów podmiotów prowadz¹cych dzia³alnoœæ gospodarcz¹, w zwi¹zku z wprowadzeniem w Polsce regulacji podatkowych, które negatywnie wp³yn¹ na ich dzia³alnoœæ",,,,,,,,,,,,,,,,,,,,,
247,Dla Piper Wiater – spó³ka komandydowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marcin Matyka,Zwi¹zek Importerów i Producentów Sprzêtu Elektrycznego i Elektronicznego Bran¿y RTV i IT (ZIPSEE); Œl¹ski Zwi¹zek Gmin i Powiatów,25-2-2015,31-12-2015,"Ochrona interesów podmiotów prowadz¹cych dzia³alnoœæ gospodarcz¹, w zwi¹zku z wprowadzeniem w Polsce regulacji podatkowych, które negatywnie wp³ywaj¹ na ich dzia³alnoœæ",,,,,,,,,,,,,,,,,,,,,
248,Damian Homel,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Echo Consulting,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"TaylorWessing E|N|W|C E. Stobiecka, Kancelaria Prawna Sp.k.",Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Dariusz Sikora,Nie,Nie dotyczy,Ministerstwo Sprawiedliwoœci,Tak,Dariusz Sikora,"Lindorff SA, Kredyt Inkaso SA, R¹czkowki, Kwieciñski Adwokaci Sp.j., Ultimo SA, Intrum Justitia Sp. z o.o., SAF SA",10-1-2018,31-12-2018,"Ustawa o komornikach s¹dowych i ustawa o kosztach komorniczych. Ustawa Kodeks cywilny, Kodeks postêpowania cywilnego. Kodeks spó³ek handlowych, ustawa o restrukturyzacji i ustawa upad³oœciowa",,,,,,,,,,,,,,,,,,,,,
252,PWC Polska Sp. z o.o.,Nie,Nie dotyczy,Ministerstwo Finansów,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Adam Szel¹¿ek,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Andrzej Do³ecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Andrzej Do³ecki,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",6-11-2012,31-12-2012,"ostêp do informacji publicznej, ochrona zdrowia publicznego",,,,,,,,,,,,,,,,,,,,,
255,Przemys³aw Badzi¹g,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Grzegorz Prujszczyk,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Fundacja THESAURUS,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Stowarzyszenie Polskie Forum Transportu,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Rafa³ Warzecha,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Instytut Pó³nocny,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Public Affairs Jaros³aw Wereszczyñski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Sat-Guard Defence Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Centras Public&Government Affairs Tomasz Zapalski,Nie,Nie dotyczy,Ministerstwo Nauki i Szkolnictwa Wy¿szego,Tak,Tomasz Zapalski,"Aesculap Chifa sp. z o.o.; Polskie Towarzystwo Pielêgniarskie; Stowarzyszenie Pacjentów Chorych na HCV ""Prometeusze""; Poznañski Inkubator Przedsiêbiorczoœci",30-1-2014,31-12-2014,"Regulacje z zakresu wyrobów medycznych, dzia³alnoœci leczniczej. Kodeksu pracy, komercjalizacji, przedsiêbiorczoœci, oœwiaty i szkolnictwa wy¿szego, innowacyjnych technologii",,,,,,,,,,,,,,,,,,,,,
264,S³awomir Dziedzianowicz,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
265,BMME Radcowie Prawni Majkowski i Wspólnicy Sp. K.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Radziewski i Wosik – Kancelaria Prawna Spó³ka jawna,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Unilob Witold Micha³ek Wspólnik Spó³ki Cywilnej,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Podlaska Grupa Innowacyjno-Wdro¿eniowa  Dawild  Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Bogus³aw Dojlida,"Fundacja ""Legios""",22-3-2016,31-12-2016,"Modernizacja, zmiana, likwidacja wszelkich przeszkód u³omnoœci, wypaczñ legislacyjnych, organizacyjnych, stosunków i praktyki ¿ycia spo³ecznego w RP pocz¹wszy od zapisów zasadniczych konstytucyjnych, poprzez prawo na jej podstawie stanowione i wynikaj¹ce z tego dzia³anie w³adzy naczelnej oraz organów centralnych jak równie¿ ni¿szych szczebli decyzyjnych i wykonawczych w ramach trójpodzia³u w³adzy. D¹¿enie do spowodowania faktycznej odpowiedzialnoœci osób zajmuj¹cych siê w imieniu instytucji i organów pañstwowych dzia³aniem prawotwórczym, decyzyjnym i wykonawczym za swoje czyny",,,,,,,,,,,,,,,,,,,,,
268,Podlaska Grupa Innowacyjno-Wdro¿eniowa  Dawild  Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Bogus³aw Dojlida,"Fundacja ""Legios""",3-4-2018,31-12-2018,"Odpowiedzialnoœæ osób zajmuj¹cych siê w imieniu instytucji i organów pañstwa dzia³aniem prawotwórczym, decyzyjnym i wykonawczym za swoje czyny.",,,,,,,,,,,,,,,,,,,,,
269,Bartosz Gach,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Janusz Aziewicz,Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji,8-7-2013,31-12-2013,"Interes pracowników wydzia³ów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji w zakresie zmiany ustawy: o kieruj¹cych pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmiñsko-Mazurska Fundacja Bezpieczeñstwa Ruchu Drogowego,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Krzysztof D¹bkowski,Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji,8-7-2013,31-12-2013,"Interes pracowników wydzia³ów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji w zakresie zmiany ustawy: o kieruj¹cych pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmiñsko-Mazurska Fundacja Bezpieczeñstwa Ruchu Drogowego,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,B³a¿ej Kopka,Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji,8-7-2013,31-12-2013,"Interes pracowników wydzia³ów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji w zakresie zmiany ustawy: o kieruj¹cych pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmiñsko-Mazurska Fundacja Bezpieczeñstwa Ruchu Drogowego,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marek Rakowski,Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji,8-7-2013,31-12-2013,"Interes pracowników wydzia³ów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydzia³ów Komunikacji w zakresie zmiany ustawy: o kieruj¹cych pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmiñsko-Mazurska Fundacja Bezpieczeñstwa Ruchu Drogowego,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Janusz Czarnecki,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Kancelaria Prawna  Pactum  £. Jaroszewski Spó³ka Komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Kancelaria Prawna  Œwieca i Wspólnicy  Spó³ka Komandytowa,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Stowarzyszenie  Gdañski Klub Biznesu,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Stefan Ka³u¿ny,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Lewandowski i Rogowski Radcowie Prawni i Adwokaci Spó³ka Partnerska,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Stowarzyszenie Wolny Poker,Nie,Nie dotyczy,Ministerstwo Finansów,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Fortak & Karasiñski Radcowie Prawni Spó³ka Partnerska,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Aleksandra Kalinowska,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Pawe³ Tanajno,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Vision Group Spó³ka z ograniczon¹ odpowiedzialnoœci¹  S.K.A.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Cedar Services Spó³ka z ograniczon¹ odpowiedzialnoœci¹,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Micha³ Labocha,Zarz¹d Wywiadu Ekonomicznego S.A.,20-5-2013,31-12-2013,"Dzia³anie na rzecz zmian w ustawodawstwie dotycz¹cym zapobiegania i zwalczania przestêpczoœci, ochrony prywatnoœci i szeroko pojêtego bezpieczeñstwa biznesowego i osobistego oraz spraw spo³ecznych, w szczególnoœci osób poszkodowanych i niepe³nosprawnych a tak¿e ustawodawstwa pokrewnego. Porozumienie wspó³pracy sektora publicznego i prywatnego w zakresie bezpieczeñstwa. Promowanie nowoczesnych rozwi¹zañ w zakresie bezpieczeñstwa biznesu i osobistego",,,,,,,,,,,,,,,,,,,,,
283,PAULO. Micha³ Labocha,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"Parulski i Wspólnicy, Szymon Parulski Wojciech Krok doradcy podatkowi Spó³ka cywilna",Nie,Nie dotyczy,Ministerstwo Finansów,Tak,£ukasz Baranowski,PAULO. Micha³ Labocha,21-3-2016,31-12-2016,Detektywistyka. Ochrona osób i mienia. Broñ palna i amunicja,,,,,,,,,,,,,,,,,,,,,
285,Zarz¹d Wywiadu Ekonomicznego S.A.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Hubert Wodzyñski,PAULO. Micha³ Labocha,21-3-2016,31-12-2016,Detektywistyka. Ochrona osób i mienia. Broñ palna i amunicja,,,,,,,,,,,,,,,,,,,,,
285,Zarz¹d Wywiadu Ekonomicznego S.A.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,£ukasz Baranowski,PAULO. Micha³ Labocha,3-2-2017,31-12-2017,Detektywistyka. Ochrona osób i mienia. Broñ palna i amunicja,,,,,,,,,,,,,,,,,,,,,
285,Zarz¹d Wywiadu Ekonomicznego S.A.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Kancelaria Podatkowa Tax Lucyna Banaœ,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Micha³ Koz³owski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Whitestonelegal Tymon Kulczycki,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Nabru Patryk Urban,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ADAM GABRYELÓW Adam Gabryelów 4SIGHT MARKETING,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Dawid Kawiorski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Marcin Kiliañski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Piotr Kowalczyk,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Kancelaria Radcy Prawnego Tomasz Dauerman,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Janusz Lewandowski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Kancelaria Doradztwa Biznesowego Katarzyna Niedu¿ak,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Piotr Wojciech Szubartowski,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Underwood Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Kancelaria Celna Jakub Okoñ,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Fishermen Sp. z o.o.,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aleksander Adamiecki,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,17-3-2015,31-12-2015,Typowanie polskich przedsiêbiorstw do wdra¿ania programu autorskiego budownictwa pasywnego oraz energooszczêdnego na terytorium Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanis³aw Jarzyna,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,16-2-2015,31-12-2015,Typowanie polskich przedsiêbiorstw do wdra¿ania programu centralnego budownictwa pasywnego-energooszczêdnego na terenie Rzeczypospolitej Polskiej na rzecz PIBPiEO w Gdañsku. Dzia³alnoœæ na rzecz ochrony œrodowiska i energii odnawialnej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Karolak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,17-3-2015,31-12-2015,Typowanie polskich przedsiêbiorstw do wdra¿ania programu autorskiego budownictwa pasywnego oraz energooszczêdnego na terytorium Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Kraszewski,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,16-3-2015,31-12-2015,Typowanie polskich przedsiêbiorstw do wdra¿ania programu autorskiego budownictwa pasywnego oraz energooszczêdnoœciowego na terytorium Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Erys³aw Mroczek,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,23-2-2015,31-12-2015,"Typowanie polskich przedsiêbiorstw do wdra¿ania autorskiego programu PIBPiEO w Gdañsku, który jest programem autorskim budownictwa pasywnego i energooszczêdnego na terenie Rzeczypospolitej Polskiej",,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marcin Tomczak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,16-3-2015,31-12-2015,Typowanie polskich przedsiêbiorstw do wdra¿ania programu autorskiego budownictwa pasywnego oraz energooszczêdnoœciowego na terytorium Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aleksander Adamiecki,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,8-2-2016,31-12-2016," typowanie polskich przedsiêbiorstw do wdro¿enia autorskiego programu budownictwa pasywnego, energooszczêdnego i energii odnawialnej na terenie Rzeczpospolitej Polski na rzecz Polskiego Instytutu Budowictwa Pasywnego i Energii Odnawialnej w Gdañsku",,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanis³aw Jarzyna,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,29-12-2015,31-12-2016,Typowanie oraz analizowanie mo¿liwoœci prpdukcyjnych polskich przedsiêbiorsw do wdra¿ania programu autorskiego oraz programu UE budownictwa pasywnego i energooszczêdnosciowego na terenie Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Karolak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,26-1-2016,31-12-2016,"Prowadzenie dzia³alnoœci lobingowej: typowanie polskich przedsiêbiorstw do wdra¿ania autorskiego programu budownictwa pasywnego, energooszczêdnosciowego i energi odnawialnej na terenie Rzeczpospolitej Polski na rzecz Polskiego Instytutu Budownictwa Pasywnego i Energii Odnawialnej w Gdañsku",,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Kraszewski,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,8-1-2016,31-12-2016,Typowanie polskich przedsiêbiorstw oraz analizowanie mo¿liwoœci do wdra¿ania programu autorskiego budownictwa pasywnego i energooszczêdnoœciowego na terytorium Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanis³aw Jarzyna,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,9-1-2018,31-12-2018,Typowanie polskich przedsiêbiorstw do wdra¿ania autorskiego programu budownictwa pasywnego i energooszczêdnoœciowego na terenie Rzeczypospolitej Polskiej.,,,,,,,,,,,,,,,,,,,,,
